,open,high,low,close,adjclose,volume,ticker,nasdaq_pct_change,low/high,daily_pct_change,close_pct_change,pre_market_pct_change,nasdaq/stock_pct_change
2018-10-18,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,,,
2018-10-19,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-10-22,9.699999809265137,9.75,9.699999809265137,9.699999809265137,9.699999809265137,44000,CLNN,,0.9948717753092448,1e-05,-0.005128224690755245,-0.005138224690755245,
2018-10-23,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-10-24,9.699999809265137,9.75,9.699999809265137,9.75,9.75,13500,CLNN,,0.9948717753092448,0.005138224690755245,0.005154658940003776,1.6434249248530736e-05,
2018-10-25,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-10-26,9.75,9.75,9.75,9.75,9.75,100,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-10-29,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-10-30,9.699999809265137,9.75,9.670000076293945,9.75,9.75,90000,CLNN,,0.9917948796198919,0.005138224690755245,0.0,-0.005138224690755245,
2018-10-31,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-01,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-02,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-05,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-06,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-07,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-08,9.75,9.75,9.75,9.75,9.75,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-09,9.75,9.75,9.75,9.75,9.75,500,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-12,9.680000305175781,9.779999732971191,9.680000305175781,9.779999732971191,9.779999732971191,209700,CLNN,,0.9897751093531952,0.010234890646804762,0.0030768956893529875,-0.007157994957451775,
2018-11-13,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-14,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-15,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-16,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0,CLNN,,1.0,1e-05,0.0,-1e-05,
2018-11-19,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,800,CLNN,,1.0,1e-05,-0.0010224208057807438,-0.0010324208057807438,
