,open,high,low,close,adjclose,volume,ticker,nasdaq_pct_change,low/high,daily_pct_change,close_pct_change,pre_market_pct_change,nasdaq/stock_pct_change
2018-06-11,9.569999694824219,9.579999923706055,9.569999694824219,9.579999923706055,9.579999923706055,402600,NKLA,0.0018861280147839388,0.9989561347639377,0.001053865236062258,,,1.7897241034645097
2018-06-12,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,300000,NKLA,0.0057258829094712915,1.0,1e-05,-0.0020876309236564916,-0.0020976309236564916,572.588290947129
2018-06-13,9.569999694824219,9.579999923706055,9.5600004196167,9.569999694824219,9.569999694824219,179100,NKLA,-0.0010501121797167334,0.9979123690763435,1e-05,0.0010459492435797024,0.0010359492435797024,-105.01121797167333
2018-06-14,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,0,NKLA,0.008490435190003698,1.0,1e-05,0.0,-1e-05,849.0435190003698
2018-06-15,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,0,NKLA,-0.0018889422263270728,1.0,1e-05,0.0,-1e-05,-188.89422263270725
2018-06-18,9.539999961853027,9.579999923706055,9.539999961853027,9.579999923706055,9.579999923706055,300,NKLA,8.389755648208208e-05,0.995824638604219,0.004185361395781007,0.0010449560293344096,-0.0031404053664465977,0.020045474822473822
2018-06-19,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,300500,NKLA,-0.0027675047083631776,1.0,1e-05,-0.001043865236062258,-0.001053865236062258,-276.75047083631773
2018-06-20,9.539999961853027,9.59000015258789,9.539999961853027,9.59000015258789,9.59000015258789,900,NKLA,0.0072382721586286,0.9947862158561728,0.005223784143827227,0.002089912058669041,-0.0031338720851581854,1.3856376832074555
2018-06-21,9.59000015258789,9.59000015258789,9.59000015258789,9.59000015258789,9.59000015258789,0,NKLA,-0.008810574345786137,1.0,1e-05,0.0,-1e-05,-881.0574345786137
2018-06-22,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,100,NKLA,-0.0026099443901483887,1.0,1e-05,-0.001042776717697702,-0.0010527767176977021,-260.99443901483886
2018-06-25,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,-0.02090391589407614,1.0,1e-05,0.0,-1e-05,-2090.391589407614
2018-06-26,9.539999961853027,9.59000015258789,9.539999961853027,9.579999923706055,9.579999923706055,658100,NKLA,0.003932564894257196,0.9947862158561728,0.004185361395781007,0.0,-0.004185361395781007,0.9395998391492215
2018-06-27,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,-0.015413317828794626,1.0,1e-05,0.0,-1e-05,-1541.3317828794625
2018-06-28,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,0.007870982855970654,1.0,1e-05,0.0,-1e-05,787.0982855970653
2018-06-29,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,0.0008821843083899328,1.0,1e-05,0.0,-1e-05,88.21843083899327
2018-07-02,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,0.007641524068443983,1.0,1e-05,0.0,-1e-05,764.1524068443982
2018-07-03,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,-0.00859179221594375,1.0,1e-05,0.0,-1e-05,-859.1792215943749
2018-07-05,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,0.011164059565253792,1.0,1e-05,0.0,-1e-05,1116.4059565253792
2018-07-06,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,0.013439781105874404,1.0,1e-05,0.0,-1e-05,1343.9781105874404
2018-07-09,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,0.008819799384255811,1.0,1e-05,0.0,-1e-05,881.979938425581
2018-07-10,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,100000,NKLA,0.00038678733457819803,1.0,1e-05,-0.004175361395781008,-0.004185361395781007,38.6787334578198
2018-07-11,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,100000,NKLA,-0.005489010588614507,1.0,1e-05,0.0,-1e-05,-548.9010588614507
2018-07-12,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,170000,NKLA,0.013906373458683507,1.0,1e-05,0.0,-1e-05,1390.6373458683506
2018-07-13,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,11300,NKLA,0.0002633026173990416,1.0,1e-05,0.0,-1e-05,26.330261739904156
2018-07-16,9.529999732971191,9.59000015258789,9.520000457763672,9.543999671936035,9.543999671936035,551500,NKLA,-0.0025887832163591362,0.9927007618654387,0.001476883848080025,0.0004192568237946226,-0.0010576270242854025,-1.7528685276940363
2018-07-17,9.539999961853027,9.569999694824219,9.539999961853027,9.569999694824219,9.569999694824219,201100,NKLA,0.006328679607271681,0.9968652315644884,0.0031447684355116368,0.002724227135572521,-0.0004205412999391156,2.012446937525319
2018-07-18,9.567000389099121,9.567000389099121,9.550000190734863,9.550000190734863,9.550000190734863,125900,NKLA,-8.659011843270559e-05,0.9982230377680732,-0.0017701254476152994,-0.002089812406177227,-0.00031968695856192776,0.04891750386920836
2018-07-19,9.543000221252441,9.543000221252441,9.539999961853027,9.541000366210938,9.541000366210938,80000,NKLA,-0.0037100209481686353,0.9996856062737238,-0.00019960643168899118,-0.000942389983683678,-0.0007427835519946868,18.586680382870913
2018-07-20,9.541000366210938,9.541000366210938,9.541000366210938,9.541000366210938,9.541000366210938,0,NKLA,-0.0006516823000116689,1.0,1e-05,0.0,-1e-05,-65.16823000116689
2018-07-23,9.543999671936035,9.543999671936035,9.543999671936035,9.543999671936035,9.543999671936035,1000,NKLA,0.002771018814580861,1.0,1e-05,0.00031435966984338926,0.00030435966984338923,277.1018814580861
2018-07-24,9.54699993133545,9.550000190734863,9.54699993133545,9.550000190734863,9.550000190734863,4400,NKLA,-0.000140285115643346,0.9996858367183777,0.0003241632816222595,0.0006287216057301315,0.00030455832410787196,-0.43276065981716344
2018-07-25,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,21300,NKLA,0.01166597344596254,1.0,1e-05,0.0,-1e-05,1166.597344596254
2018-07-26,9.550000190734863,9.550000190734863,9.539999961853027,9.539999961853027,9.539999961853027,350000,NKLA,-0.01009299469358016,0.9989528556353813,-0.001038242025348367,-0.001047144364618724,-8.902339270356902e-06,9.72123497909228
2018-07-27,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,9.539999961853027,0,NKLA,-0.01461508158717617,1.0,1e-05,0.0,-1e-05,-1461.5081587176169
2018-07-30,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,51900,NKLA,-0.0138831707416196,1.0,1e-05,0.001048242025348367,0.001038242025348367,-1388.31707416196
2018-07-31,9.567999839782715,9.567999839782715,9.5600004196167,9.5600004196167,9.5600004196167,6500,NKLA,0.0054770693397772074,0.9991639401860403,-0.0008267593948637175,0.001047144364618724,0.0018739037594824415,-6.624743999044661
2018-08-01,9.567999839782715,9.567999839782715,9.550000190734863,9.550000190734863,9.550000190734863,6600,NKLA,0.004627342487117714,0.9981187657452699,-0.001874779967367356,-0.0010460490003029177,0.0008287309670644383,-2.46820563888125
2018-08-02,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0,NKLA,0.01237787884720043,1.0,1e-05,0.0,-1e-05,1237.787884720043
2018-08-03,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,300,NKLA,0.0011944373400374353,1.0,1e-05,0.0,-1e-05,119.44373400374351
2018-08-06,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,21000,NKLA,0.006102195412762246,1.0,1e-05,0.0,-1e-05,610.2195412762245
2018-08-07,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0,NKLA,0.0030510122463560663,1.0,1e-05,0.0,-1e-05,305.1012246356066
2018-08-08,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0,NKLA,0.0005923545386843365,1.0,1e-05,0.0,-1e-05,59.235453868433645
2018-08-09,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0,NKLA,0.0004373177842564857,1.0,1e-05,0.0,-1e-05,43.731778425648564
2018-08-10,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0,NKLA,-0.0066740232633033525,1.0,1e-05,0.0,-1e-05,-667.4023263303352
2018-08-13,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0,NKLA,-0.002474758318494863,1.0,1e-05,0.0,-1e-05,-247.47583184948627
2018-08-14,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0,NKLA,0.006545022262579359,1.0,1e-05,0.0,-1e-05,654.5022262579358
2018-08-15,9.510000228881836,9.569999694824219,9.510000228881836,9.5600004196167,9.5600004196167,20800,NKLA,-0.012294672883287339,0.9937304631289766,0.005240145244791484,0.001047144364618724,-0.00419300088017276,-2.34624658457851
2018-08-16,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,0,NKLA,0.004167661658856847,1.0,1e-05,0.0,-1e-05,416.7661658856847
2018-08-17,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,0,NKLA,0.0012566493865648898,1.0,1e-05,0.0,-1e-05,125.66493865648897
2018-08-20,9.600000381469727,9.600000381469727,9.579999923706055,9.579999923706055,9.579999923706055,1100,NKLA,0.000598706484146172,0.9979166190657369,-0.002077730472124516,0.002091998243882731,0.0041697287160072476,-0.28815406626538237
2018-08-21,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,0,NKLA,0.004879185347360426,1.0,1e-05,0.0,-1e-05,487.9185347360426
2018-08-22,9.640000343322754,9.640000343322754,9.520000457763672,9.569999694824219,9.569999694824219,285100,NKLA,0.0038083125926495764,0.9875518795347138,-0.0073045925528497195,-0.001043865236062258,0.0062607273167874615,-0.5213586610198881
2018-08-23,9.579999923706055,9.579999923706055,9.5600004196167,9.579999923706055,9.579999923706055,5800,NKLA,-0.0013487136158800705,0.9979123690763435,1e-05,0.0010449560293344096,0.0010349560293344095,-134.87136158800703
2018-08-24,9.579999923706055,9.579999923706055,9.5600004196167,9.579999923706055,9.579999923706055,5200,NKLA,0.008570205327693925,0.9979123690763435,1e-05,0.0,-1e-05,857.0205327693924
2018-08-27,9.579999923706055,9.579999923706055,9.550000190734863,9.569999694824219,9.569999694824219,27000,NKLA,0.00905110786231278,0.9968685038402813,-0.0010349560293344095,-0.001043865236062258,-8.909206727848468e-06,-8.745403288421477
2018-08-28,9.550000190734863,9.579999923706055,9.550000190734863,9.569999694824219,9.569999694824219,76700,NKLA,0.0015141292441429588,0.9968685038402813,0.002099812406177227,0.0,-0.002099812406177227,0.7210783399929889
2018-08-29,9.579999923706055,9.579999923706055,9.539999961853027,9.579999923706055,9.579999923706055,354700,NKLA,0.009918991929839693,0.995824638604219,1e-05,0.0010449560293344096,0.0010349560293344095,991.8991929839692
2018-08-30,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,5000,NKLA,-0.0026301965030861574,1.0,1e-05,0.0,-1e-05,-263.0196503086157
2018-08-31,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,14100,NKLA,0.0026185995849914434,1.0,1e-05,0.0,-1e-05,261.85995849914434
2018-09-04,9.579999923706055,9.579999923706055,9.550000190734863,9.569999694824219,9.569999694824219,505200,NKLA,-0.0022553731746066674,0.9968685038402813,-0.0010349560293344095,-0.001043865236062258,-8.909206727848468e-06,2.1791970969598777
2018-09-05,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,4700,NKLA,-0.011874565502858037,1.0,1e-05,0.0,-1e-05,-1187.4565502858036
2018-09-06,9.579999923706055,9.649999618530273,9.569999694824219,9.600000381469727,9.600000381469727,1991300,NKLA,-0.009060463018809917,0.9917098521379798,0.0020933809342630794,0.0031348680880034507,0.0010414871537403714,-4.328148245985348
